#qubits,#cycles,circuit,#nodes,#tasks,#threads,#samples,#iterations,#initialHidden,#sampleSteps,run,#hadamards,tvd,f_xeb,duration,success
4,5,1,1,1,1,47,100000,6,0,3,0,-,-,-,False
4,5,1,1,1,1,47,100000,6,0,4,0,-,-,-,False
4,5,1,1,1,1,43,1000,6,0,0,0,0.467446,3.607855,42.952206,True
4,5,1,1,1,1,43,1000,6,0,1,0,0.820172,2.140085,42.744904,True
4,5,1,1,1,1,43,1000,6,0,2,0,0.709781,1.882929,43.966473,True
4,5,1,1,1,1,43,1000,6,0,3,0,0.484928,2.989070,43.473808,True
4,5,1,1,1,1,43,1000,6,0,4,0,0.572765,2.499691,42.307598,True
4,5,1,1,1,1,43,10000,6,0,0,0,1.000000,1.797472,418.443186,True
4,5,1,1,1,1,43,10000,6,0,1,0,0.643306,3.470843,418.244896,True
4,5,1,1,1,1,43,10000,6,0,2,0,0.597075,2.795454,420.641149,True
